folio	line	original	recovered	confidence	candidates
f85r2	1	**dy	chdy	AMBIGUOUS	chdy;tedy;kedy;shdy;oldy
f85r2	1	*sy	asy	HIGH	asy;dsy;osy
f85r2	2	**d***dy	chdyshdy	HIGH	chdyshdy;podshedy;shdytody
f85r2	2	*odain	qodain	HIGH	qodain;todain;kodain;rodain
f85r2	3	******n	qokaiin	AMBIGUOUS	qokaiin;qotaiin;olkaiin;qodaiin;chkaiin
f85r2	4	**keody	qokeody	AMBIGUOUS	qokeody;oekeody;olkeody;shkeody;chkeody
f85r2	4	**ckhdy	chckhdy	HIGH	chckhdy;shckhdy;qockhdy
f85r2	5	*lor	olor	AMBIGUOUS	olor;alor;ylor;llor;dlor
f85r2	5a	lch*al	lcheal	HIGH	lcheal;lchdal
f85r2	12	olo*or	ololor	CERTAIN	ololor
f85r2	18	ch*s	chos	AMBIGUOUS	chos;ches;chls;chas;chds
f85r2	19	yp*hedy	ypchedy	HIGH	ypchedy;ypshedy
f86v4	1	pch*dar	pchedar	HIGH	pchedar;pchodar
f86v4	1	*pchedy	opchedy	AMBIGUOUS	opchedy;ypchedy;lpchedy;qpchedy;dpchedy
f86v4	2	o*daiin	oldaiin	HIGH	oldaiin;opdaiin;ordaiin;oedaiin
f86v4	2	*eeey	keeey	AMBIGUOUS	keeey;oeeey;qeeey;deeey;seeey
f86v4	2	***n	aiin	AMBIGUOUS	aiin;dain;sain;kain;oiin
f86v6	1	q*	qo	HIGH	qo;qy;qa;qe
f86v6	22	t*y	tey	HIGH	tey;toy;tay
f85v2	1	***in	daiin	AMBIGUOUS	daiin;saiin;okain;kaiin;raiin
f85v2	1	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f85v2	2	***dair	pchdair	AMBIGUOUS	pchdair;chodair;otedair;shedair;poedair
f85v2	3	***kam	chokam	AMBIGUOUS	chokam;shekam;chekam;solkam;daikam
f85v2	4	***rchedy	kairchedy	HIGH	kairchedy;okarchedy
f85v2	5	***dy	chedy	AMBIGUOUS	chedy;shedy;otedy;okedy;chody
f85v2	6	*chshy	pchshy	CERTAIN	pchshy
f85v2	6	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f85v2	7	*chor	dchor	AMBIGUOUS	dchor;kchor;tchor;ychor;pchor
f85v2	8	*sair	ysair	HIGH	ysair;lsair
f85v2	1	*aii*	daiin	AMBIGUOUS	daiin;saiin;kaiin;raiin;taiin
f85v2	1	oked*	okedy	CERTAIN	okedy
f85v2	1	*shaiin	oshaiin	HIGH	oshaiin;tshaiin;kshaiin
f85v2	23	d*sschx	ddsschx	CERTAIN	ddsschx
f85v2	25	yt*dar	ytedar	CERTAIN	ytedar
f85v2	1	ala*	alam	HIGH	alam;alar;alal
f85v2	1	olka*	olkar	HIGH	olkar;olkal;olkam;olkao
f85v2	1	k***	kedy	AMBIGUOUS	kedy;keey;kain;kchy;keol
f85v2	1	okche*	okchey	HIGH	okchey;okcheo;okches;okched
f85v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f85v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f85v2	1	o**l	okal	AMBIGUOUS	okal;otal;otol;okol;olol
f85v2	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f85v2	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f85v2	1	**y	chy	AMBIGUOUS	chy;oty;shy;oky;oly
f85v2	21	oto**	otody	AMBIGUOUS	otody;otoly;otoky;otory;otoar
f85v2	1	**eor	cheor	AMBIGUOUS	cheor;sheor;okeor;oteor;keeor
f85v2	1	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f85v2	1	oked*	okedy	CERTAIN	okedy
f85v2	1	ch*y	chey	AMBIGUOUS	chey;chdy;chky;chty;choy
f85v2	1	**olaiin	cholaiin	AMBIGUOUS	cholaiin;ykolaiin;yfolaiin;okolaiin;sholaiin
f85v2	3	*t**dy	oteedy	AMBIGUOUS	oteedy;oteody;otchdy;yteedy;cthody
f85v2	1	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f85v2	1	okch*	okchy	AMBIGUOUS	okchy;okcho;okchd;okche;okchr
f85v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f85v2	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f85v2	1	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f85v2	1	sh*a	shea	HIGH	shea;shka;shda
f85v2	1	*	s	AMBIGUOUS	s;y;r;o;l
f85v2	1	oteedaii*	oteedaiin	CERTAIN	oteedaiin
f85v2	1	a*r	air	HIGH	air;alr;aor
f85v2	1	*	s	AMBIGUOUS	s;y;r;o;l
f85v2	1	qota*	qotal	AMBIGUOUS	qotal;qotar;qotam;qotas;qotan
f85v2	1	okeeed*	okeeedy	CERTAIN	okeeedy
f85v2	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f85v2	17	*py	opy	HIGH	opy;apy;cpy;dpy
f85v2	54	d*	dy	AMBIGUOUS	dy;dl;do;da;dm
f85v2	55	opch**aiin	opchedaiin	HIGH	opchedaiin;opchekaiin;opcharaiin;opchesaiin
f85v2	7	lo**edy	lokeedy	HIGH	lokeedy;lochedy;lolkedy;loltedy
f85v2	14	ote*y	otedy	HIGH	otedy;oteey;oteoy;otery;otely
f85v2	42	otch*	otchy	AMBIGUOUS	otchy;otcho;otchm;otchl;otchs
f85v2	1	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f85v2	2	*	s	AMBIGUOUS	s;y;r;o;l
f85v2	5	*kedy	okedy	AMBIGUOUS	okedy;lkedy;ykedy;dkedy;ekedy
f85v2	7	ok**lar	okealar	HIGH	okealar;okeolar
f85v2	9	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f86v5	26	tara*	taral	HIGH	taral;tarar;taram
f86v3	8	ot*y	otey	AMBIGUOUS	otey;otdy;otoy;otly;otqy
f86v3	3	y*chedy	ypchedy	AMBIGUOUS	ypchedy;ytchedy;ykchedy;yfchedy;yochedy
f86v3	1	e*ol	eeol	HIGH	eeol;ekol
f86v3	2	qota**or	qotaiior	CERTAIN	qotaiior
f86v3	3	*s	os	AMBIGUOUS	os;ls;as;ds;es
f88r	3	*ara	kara	HIGH	kara;dara
f88r	6	otyd*	otydy	HIGH	otydy;otyda;otyds;otydm;otydd
f88r	14	*chos	kchos	AMBIGUOUS	kchos;tchos;dchos;schos;ychos
f89r1	2	qok*ody	qokeody	CERTAIN	qokeody
f89r1	4	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f89r1	4	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f89r1	9	a*	ar	AMBIGUOUS	ar;al;am;an;as
f89r1	10	*oaithy	qoaithy	CERTAIN	qoaithy
f89r1	13	ch*ad	chead	CERTAIN	chead
f89r2	1	qo*r	qoar	HIGH	qoar;qoor;qolr
f89r2	1	d*y	ddy	AMBIGUOUS	ddy;dey;dly;dky;day
f89r2	1	qockh*y	qockhey	HIGH	qockhey;qockhdy;qockhoy;qockhhy
f89r2	2	ch*odal	cheodal	HIGH	cheodal;chkodal
f89r2	2	*	s	AMBIGUOUS	s;y;r;o;l
f89r2	2	ckh*ol	ckheol	CERTAIN	ckheol
f89r2	3	qok**y	qokedy	AMBIGUOUS	qokedy;qokeey;qokchy;qokaly;qokody
f89r2	3	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f89r2	3	qok**y	qokedy	AMBIGUOUS	qokedy;qokeey;qokchy;qokaly;qokody
f89r2	4	sheo*	sheol	AMBIGUOUS	sheol;sheor;sheos;sheod;sheoy
f89r2	4	sho*	shol	AMBIGUOUS	shol;shor;shod;shos;shok
f89r2	4	ot*ol	oteol	HIGH	oteol;otlol;otyol
f89r2	4	*eol	keol	AMBIGUOUS	keol;teol;eeol;deol;qeol
f89r2	8	sho*dy	sholdy	HIGH	sholdy;shordy
f89r2	9	okee**	okeedy	AMBIGUOUS	okeedy;okeeey;okeeol;okeeor;okeeos
f89r2	9	ykeoa*	ykeoay	CERTAIN	ykeoay
f89r2	10	k*	ky	HIGH	ky;ko;ka;kl;ke
f89r2	10	che**	chedy	AMBIGUOUS	chedy;cheey;cheol;cheor;cheky
f89r2	12	daii*	daiin	AMBIGUOUS	daiin;daiir;daiim;daiis;daiil
f89v2	1	ok**l	okeol	HIGH	okeol;okeal;okail;okool
f89v2	5	cho*a*	chodar	AMBIGUOUS	chodar;chotar;chotal;chokal;chodal
f89v2	1	chot*	choty	HIGH	choty;choto;chots;chote
f89v2	1	*y	dy	AMBIGUOUS	dy;sy;ky;ty;ly
f89v2	1	*aiin	daiin	AMBIGUOUS	daiin;saiin;kaiin;raiin;taiin
f89v2	1	da*	dar	AMBIGUOUS	dar;dal;dam;dan;das
f89v2	2	otee*	oteey	AMBIGUOUS	oteey;oteeo;otees;oteed;oteem
f89v2	2	**oy	choy	AMBIGUOUS	choy;shoy;okoy;otoy;ytoy
f89v2	2	da***	daiin	AMBIGUOUS	daiin;daiir;daldy;daram;dalol
f89v2	2	*kodair	ykodair	CERTAIN	ykodair
f89v2	3	qo*l	qokl	HIGH	qokl;qoal;qool;qotl
f89v2	3	y***	ykar	AMBIGUOUS	ykar;ytar;ytal;ykal;ytol
f89v2	3	ok*y	okey	HIGH	okey;okoy;okay;okdy
f89v2	3	ch**	chol	AMBIGUOUS	chol;chey;chor;chdy;char
f89v2	3	ch*y	chey	AMBIGUOUS	chey;chdy;chky;chty;choy
f89v2	4	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f89v2	5	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f89v2	5	*air	dair	AMBIGUOUS	dair;sair;kair;tair;rair
f89v2	5	chod**	chodar	AMBIGUOUS	chodar;chodal;chodey;chodam;chodol
f89v2	6	*ain	dain	AMBIGUOUS	dain;sain;kain;rain;tain
f89v2	6	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f89v2	6	ok*s	okos	HIGH	okos;okas;okes
f89v2	6	***iin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;lkaiin
f89v2	6	ak**dy	akeedy	CERTAIN	akeedy
f89v2	6	ot*l	otal	HIGH	otal;otol;otyl
f89v2	6	*iin	aiin	AMBIGUOUS	aiin;oiin;diin;iiin;yiin
f89v2	7	y*eo	ykeo	HIGH	ykeo;yteo
f89v2	7	y*ey	ytey	HIGH	ytey;ykey;ydey
f89v2	7	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f89v2	7	fo*	fol	HIGH	fol;for;fos
f89v2	7	da*	dar	AMBIGUOUS	dar;dal;dam;dan;das
f89v2	7	da*	dar	AMBIGUOUS	dar;dal;dam;dan;das
f89v2	8	*eey	keey	AMBIGUOUS	keey;teey;deey;oeey;qeey
f89v2	8	**y	chy	AMBIGUOUS	chy;oty;shy;oky;oly
f89v2	8	a**	ain	AMBIGUOUS	ain;air;aly;ary;aim
f89v2	8	*oeeas	poeeas	CERTAIN	poeeas
f89v2	8	**ey	chey	AMBIGUOUS	chey;shey;okey;otey;keey
f89v2	9	doefsh*y	doefshey	CERTAIN	doefshey
f89v2	9	sh*y	shey	AMBIGUOUS	shey;shdy;shky;shty;shoy
f89v2	10	e*ey	eeey	HIGH	eeey;ekey;etey
f89v2	10	da*keody	daikeody	CERTAIN	daikeody
f89v2	10	*okorar	qokorar	CERTAIN	qokorar
f89v2	12	cho***	choiin	AMBIGUOUS	choiin;chodar;chotar;choldy;chotey
f89v2	12	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f89v2	12	*eey	keey	AMBIGUOUS	keey;teey;deey;oeey;qeey
f89v2	12	chockh*	chockhy	CERTAIN	chockhy
f89v2	13	*r	or	AMBIGUOUS	or;ar;lr;dr;yr
f89v2	13	**ee	shee	AMBIGUOUS	shee;chee;doee;aree;okee
f89v2	13	***ee	yshee	AMBIGUOUS	yshee;olkee;lshee;fchee;dchee
f89v2	2	*t**y	otedy	AMBIGUOUS	otedy;oteey;cthey;otchy;ytedy
f89v2	3a	*ds**o	odsheo	CERTAIN	odsheo
f89v2	3b	r**y	rary	AMBIGUOUS	rary;rchy;raly;rody;rory
f89v2	3b	sa**y	sairy	HIGH	sairy;saldy;sachy;sandy;salcy
f89v1	5	toch*o	tochso	HIGH	tochso;tocheo;tochoo
f89v1	5	qoko**	qokody	AMBIGUOUS	qokody;qokopy;qokoin;qokool;qokoly
f89v1	5	d**	dar	AMBIGUOUS	dar;dal;dol;dam;dor
f89v1	7	qoka*	qokal	AMBIGUOUS	qokal;qokar;qokam;qokan;qokas
f89v1	11	dch**y	dchedy	AMBIGUOUS	dchedy;dcheey;dchchy;dchody;dchyky
f89v1	12	*okaiin	qokaiin	AMBIGUOUS	qokaiin;kokaiin;lokaiin;sokaiin;yokaiin
f89v1	12	dal*	daly	AMBIGUOUS	daly;dals;dalo;dala;dalr
f90r1	6	qok*or	qokeor	HIGH	qokeor;qokoor
f90r2	1	to*alchs	toealchs	CERTAIN	toealchs
f90r2	1	qo*keey	qolkeey	HIGH	qolkeey;qoekeey;qoykeey;qoikeey;qodkeey
f90v2	1	s*	sy	AMBIGUOUS	sy;sh;sa;so;sl
f90v2	1	r*	ry	AMBIGUOUS	ry;ro;rl;rd;rn
f90v2	2	qok*as	qokeas	CERTAIN	qokeas
f90v2	2	podch*y	podchey	CERTAIN	podchey
f90v2	2	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f90v1	1	shckhe**	shckhedy	HIGH	shckhedy;shckhefy;shckheol;shckheey
f90v1	8	ch**	chol	AMBIGUOUS	chol;chey;chor;chdy;char
f90v1	9	ar*	ary	AMBIGUOUS	ary;arl;aro;are;arg
f90v1	9	ar**	aral	AMBIGUOUS	aral;arol;aram;arar;aror
f93r	2	sheo*	sheol	AMBIGUOUS	sheol;sheor;sheos;sheod;sheoy
f93r	8	lo*sheeody	lorsheeody	CERTAIN	lorsheeody
f93r	9	cth**	cthol	AMBIGUOUS	cthol;cthey;cthor;cthar;cthom
f93r	10	ch***	chedy	AMBIGUOUS	chedy;cheey;cheol;cheor;chody
f93r	11	she*	shey	AMBIGUOUS	shey;sheo;shed;shes;shek
f93r	12	ch**dom	chordom	CERTAIN	chordom
f93r	14	otch*or	otcheor	CERTAIN	otcheor
f93r	14	ch*	chy	AMBIGUOUS	chy;cho;chl;chs;chr
f93r	15	*chol	dchol	AMBIGUOUS	dchol;kchol;tchol;ychol;pchol
f93r	17	*ch	lch	HIGH	lch;tch;rch
f93r	25	ch**	chol	AMBIGUOUS	chol;chey;chor;chdy;char
f93v	6	ytch*l	ytchol	CERTAIN	ytchol
f94v	11	*dy	ody	AMBIGUOUS	ody;ldy;ydy;ddy;ady
f95v1	1	alfshe*	alfshed	CERTAIN	alfshed
f96r	7	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f96r	11	*aiin	daiin	AMBIGUOUS	daiin;saiin;kaiin;raiin;taiin
f96v	3	ytch*y	ytchey	HIGH	ytchey;ytchdy;ytchoy;ytchpy
f99r	4	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f99r	2	*oeol	qoeol	CERTAIN	qoeol
f99r	0	***arch*	scharchy	HIGH	scharchy;porarchy
f99r	0	***ol**	cheoldy	AMBIGUOUS	cheoldy;qokoldy;sheoldy;chkoldy;cpholdy
f99r	17	**aiin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;lkaiin
f99r	17	she*y	shedy	AMBIGUOUS	shedy;sheey;sheky;shety;sheoy
f99v	0	*******	qokaiin	AMBIGUOUS	qokaiin;qokeedy;qotaiin;qoteedy;qokchdy
f99v	0	********	chodaiin	AMBIGUOUS	chodaiin;chedaiin;qokchedy;qopchedy;shodaiin
f99v	0	********	chodaiin	AMBIGUOUS	chodaiin;chedaiin;qokchedy;qopchedy;shodaiin
f99v	10	okala*	okalal	HIGH	okalal;okalar;okalam
f99v	12	oka*	okal	AMBIGUOUS	okal;okar;okam;okan;okay
f99v	0	******	qokedy	AMBIGUOUS	qokedy;qokeey;okaiin;qokain;otaiin
f100r	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f100r	1	*oto	qoto	CERTAIN	qoto
f100r	1	ch*eos	cheeos	HIGH	cheeos;chteos;chqeos
f101r1	7	*y	dy	AMBIGUOUS	dy;sy;ky;ty;ly
f101r1	10	o**	oty	AMBIGUOUS	oty;oky;oly;ody;ory
f101r1	10	a*oly	aloly	HIGH	aloly;aroly
f101v2	0	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1	*******	qokaiin	AMBIGUOUS	qokaiin;qokeedy;qotaiin;qoteedy;qokchdy
f101v2	2	***ldy	okaldy	AMBIGUOUS	okaldy;otoldy;choldy;sholdy;otaldy
f101v2	4	yt*	yty	HIGH	yty;yto;yta
f101v2	6	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f101v2	7	ot****	otaiin	AMBIGUOUS	otaiin;oteedy;otchey;oteody;otchol
f101v2	8	**ol*	choly	AMBIGUOUS	choly;otoly;chols;sholy;okoly
f101v2	4	or*	ory	AMBIGUOUS	ory;oro;ore;org;ors
f101v2	4	or*	ory	AMBIGUOUS	ory;oro;ore;org;ors
f101v2	1	**l**	daldy	AMBIGUOUS	daldy;dalol;dalor;dalam;koldy
f101v2	1	oto***	otoldy	AMBIGUOUS	otoldy;otodar;otoiin;otolor;otodal
f101v2	1	***kcho	chokcho	HIGH	chokcho;otokcho
f101v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1	***y	chey	AMBIGUOUS	chey;shey;qoky;chdy;cthy
f101v2	1a	***ol	cheol	AMBIGUOUS	cheol;sheol;qokol;cthol;okeol
f101v2	1a	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1a	***ol	cheol	AMBIGUOUS	cheol;sheol;qokol;cthol;okeol
f101v2	1a	*o	qo	AMBIGUOUS	qo;lo;do;ro;so
f101v2	1a	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	1a	***ol	cheol	AMBIGUOUS	cheol;sheol;qokol;cthol;okeol
f101v2	2	***eocthy	cpheocthy	HIGH	cpheocthy;okeeocthy
f101v2	2	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	2	***eocthy	cpheocthy	HIGH	cpheocthy;okeeocthy
f101v2	2	ch*do	chodo	HIGH	chodo;chedo
f101v2	2	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	2	***eocthy	cpheocthy	HIGH	cpheocthy;okeeocthy
f101v2	3	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	3	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	3	tola*r	tolair	CERTAIN	tolair
f101v2	3	*sh	osh	AMBIGUOUS	osh;tsh;lsh;ksh;dsh
f101v2	3	l*l	lol	HIGH	lol;lkl;lal;lgl
f101v2	3	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	3	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	4	olch***	olchedy	AMBIGUOUS	olchedy;olcheey;olcheol;olcheor;olcheky
f101v2	4	***dar	chedar	AMBIGUOUS	chedar;chodar;otedar;okedar;shedar
f101v2	4	*	s	AMBIGUOUS	s;y;r;o;l
f101v2	4	oech***	oechedy	HIGH	oechedy;oechair
f101v2	4	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	4	*	s	AMBIGUOUS	s;y;r;o;l
f101v2	4	*ain	dain	AMBIGUOUS	dain;sain;kain;rain;tain
f101v2	4	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	4	oech***	oechedy	HIGH	oechedy;oechair
f101v2	4	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	4	*	s	AMBIGUOUS	s;y;r;o;l
f101v2	5	da*s*	dalsy	HIGH	dalsy;daisn
f101v2	5	***daiin	chodaiin	AMBIGUOUS	chodaiin;chedaiin;shodaiin;shedaiin;otodaiin
f101v2	5	*eeol	keeol	HIGH	keeol;teeol;deeol
f101v2	5	da***	daiin	AMBIGUOUS	daiin;daiir;daldy;daram;dalol
f101v2	5	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	5	***l	chol	AMBIGUOUS	chol;shol;okal;otal;otol
f101v2	5	**ol	chol	AMBIGUOUS	chol;shol;otol;okol;keol
f101v2	5	q*keor	qokeor	HIGH	qokeor;qekeor
f101v2	5	da***	daiin	AMBIGUOUS	daiin;daiir;daldy;daram;dalol
f101v2	5	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	6	dos**	dosal	CERTAIN	dosal
f101v2	6	***iin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;lkaiin
f101v2	6	do***	doiin	AMBIGUOUS	doiin;doiir;dolar;doldy;dolor
f101v2	6	***iin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;lkaiin
f101v2	6	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	6	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f101v2	6	y**ol	ykeol	HIGH	ykeol;ychol;yteol;yshol;ykcol
f101v2	6	d***	dain	AMBIGUOUS	dain;dair;dchy;daly;dary
f101v2	6	***dan	shodan	HIGH	shodan;laldan;teedan;chedan
f101v2	6	ckh***	ckheey	AMBIGUOUS	ckheey;ckheol;ckhody;ckhedy;ckheos
f101v2	6	*cheody	pcheody	AMBIGUOUS	pcheody;tcheody;kcheody;ycheody;lcheody
f101v2	6	ckhosh*	ckhosho	CERTAIN	ckhosho
f101v2	7	okey***	okeytam	CERTAIN	okeytam
f101v2	7	***oiin	qokoiin	AMBIGUOUS	qokoiin;qotoiin;cthoiin;doroiin;soloiin
f101v2	7	okeo***	okeodar	AMBIGUOUS	okeodar;okeodal;okeoldy;okeosar;okeorar
f101v2	7	***oiin	qokoiin	AMBIGUOUS	qokoiin;qotoiin;cthoiin;doroiin;soloiin
f101v2	7	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f101v2	7	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f101v2	7	**eo	cheo	AMBIGUOUS	cheo;sheo;oteo;okeo;keeo
f101v2	7	okeo***	okeodar	AMBIGUOUS	okeodar;okeodal;okeoldy;okeosar;okeorar
f101v2	7	***in	daiin	AMBIGUOUS	daiin;saiin;okain;kaiin;raiin
f101v2	7	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	8	keey***	keeyfar	CERTAIN	keeyfar
f101v2	8	***cheeo	qotcheeo	CERTAIN	qotcheeo
f101v2	8	*ol	qol	AMBIGUOUS	qol;dol;sol;tol;lol
f101v2	8	keey***	keeyfar	CERTAIN	keeyfar
f101v2	8	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	8	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	8	**ol*	choly	AMBIGUOUS	choly;otoly;chols;sholy;okoly
f101v2	8	okee*y	okeedy	HIGH	okeedy;okeeey;okeeoy;okeely;okeesy
f101v2	8	k******	ksheody	AMBIGUOUS	ksheody;kcheody;kodaiin;kchaiin;koraiin
f101v2	8	***araiin	qoparaiin	HIGH	qoparaiin;chearaiin;dararaiin;qoraraiin;ksharaiin
f101v2	9	****or	okchor	AMBIGUOUS	okchor;qokeor;otchor;okeeor;ytchor
f101v2	9	cthol**	ctholdy	HIGH	ctholdy;ctholdg;ctholdm
f101v2	9	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f101v2	9	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f101v2	9	otch***	otchedy	AMBIGUOUS	otchedy;otchody;otcheey;otchdal;otcheor
f101v2	9	***or	cheor	AMBIGUOUS	cheor;cthor;sheor;qokor;dchor
f101v2	9	cthol**	ctholdy	HIGH	ctholdy;ctholdg;ctholdm
f102r1	0a	******	qokedy	AMBIGUOUS	qokedy;qokeey;okaiin;qokain;otaiin
f102r1	0b	*******	qokaiin	AMBIGUOUS	qokaiin;qokeedy;qotaiin;qoteedy;qokchdy
f102r1	0c	******	qokedy	AMBIGUOUS	qokedy;qokeey;okaiin;qokain;otaiin
f102r2	5	or*ey	oreey	CERTAIN	oreey
f102r2	12	ch*ky	cheky	AMBIGUOUS	cheky;choky;chyky;chsky;chcky
f102r2	12	ch*ky	cheky	AMBIGUOUS	cheky;choky;chyky;chsky;chcky
f102r2	0a	********	chodaiin	AMBIGUOUS	chodaiin;chedaiin;qokchedy;qopchedy;shodaiin
f102r2	0b	*******	qokaiin	AMBIGUOUS	qokaiin;qokeedy;qotaiin;qoteedy;qokchdy
f102r2	0c	********	chodaiin	AMBIGUOUS	chodaiin;chedaiin;qokchedy;qopchedy;shodaiin
f102v2	7	ok**	okal	AMBIGUOUS	okal;okar;okol;okey;okor
f102v2	7	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f102v2	7	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f102v2	7	tod*	tody	CERTAIN	tody
f102v2	7	tal*	taly	CERTAIN	taly
f102v2	7	tch***	tchedy	AMBIGUOUS	tchedy;tchody;tcheol;tcheey;tcheor
f102v2	4	qoee*r	qoeeor	HIGH	qoeeor;qoeear
f102v2	5	cheoe*	cheoet	CERTAIN	cheoet
f102v2	6	otee*	oteey	AMBIGUOUS	oteey;oteeo;otees;oteed;oteem
f102v2	7	cho*	chol	AMBIGUOUS	chol;chor;chos;chom;choy
f102v2	7	cho*	chol	AMBIGUOUS	chol;chor;chos;chom;choy
f102v2	8	*key	okey	AMBIGUOUS	okey;ykey;lkey;akey;skey
f102v2	8	*key	okey	AMBIGUOUS	okey;ykey;lkey;akey;skey
f102v2	5	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f102v2	5	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f102v2	9	*y	dy	AMBIGUOUS	dy;sy;ky;ty;ly
f102v2	10	she*e	shese	HIGH	shese;sheoe;sheee;shere
f102v2	10	olde*y	oldeey	CERTAIN	oldeey
f102v2	10	she*e	shese	HIGH	shese;sheoe;sheee;shere
f102v2	12	*keeeos	ykeeeos	CERTAIN	ykeeeos
f102v2	12	**keeeos	qokeeeos	CERTAIN	qokeeeos
f102v2	14	da*	dar	AMBIGUOUS	dar;dal;dam;dan;das
f102v2	17	rai*	rain	HIGH	rain;rair;rais
f102v2	17	rai*	rain	HIGH	rain;rair;rais
f102v1	0	*********	cheodaiin	AMBIGUOUS	cheodaiin;pchodaiin;oteodaiin;sheckhedy;cheedaiin
f102v1	5	tch*	tchy	HIGH	tchy;tcho;tchd;tchs;tche
f102v1	2	dais*	daisn	CERTAIN	daisn
f103r	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f103r	2	ok**	okal	AMBIGUOUS	okal;okar;okol;okey;okor
f103r	2	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f103r	2	ok**	okal	AMBIGUOUS	okal;okar;okol;okey;okor
f103r	2	ok**	okal	AMBIGUOUS	okal;okar;okol;okey;okor
f103r	3	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f103r	3	******	qokedy	AMBIGUOUS	qokedy;qokeey;okaiin;qokain;otaiin
f103r	3	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f103r	3	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f103r	3	****************	chepchefyshdchdy	CERTAIN	chepchefyshdchdy
f103r	3	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
