rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
2821	chcthihy	1	0.004	1	ch	cthih	y	ch:adjust.transfer.watch.iterate.watch.end	0	c	y	True	0.0	0.0	0.0	T		
2822	pcheoy	1	0.004	1	pch	eo	y	pch:cool.arrange.end	1	e	y	False	1.0	1.0	0.0	T		
2823	qofol	1	0.004	1	qo	f	ol	qo:flag.arrange.state	0	f	l	True	0.0	0.0	0.0	T		
2824	shdaldy	1	0.004	1	sh	dal	dy	sh:do.yield.state.do.end	0	d	y	True	0.0	0.0	0.0	T		
2825	cheocthey	1	0.004	1	ch	eocthe	y	ch:cool.arrange.adjust.transfer.watch.cool.end	1	e	y	False	0.0	0.0	0.0	T		
2826	ydair	1	0.004	1	da	i	r	[y]da:iterate.respond	0	i	r	True	0.0	1.0	0.0	T		
2827	shofshedy	1	0.004	1	sh	ofshe	dy	sh:arrange.flag.sequence.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	T		
2828	shetam	1	0.004	1	sh	et	am	sh:cool.transfer.yield.final	1	e	m	False	0.0	0.0	1.0	T		
2829	schedaiir	1	0.004	1	sch	edaii	r	sch:cool.do.yield.iterate.iterate.respond	1	e	r	False	0.0	1.0	0.0	T		
2830	pchdairor	1	0.004	1	pch	dair	or	pch:do.yield.iterate.respond.arrange.respond	0	d	r	True	1.0	1.0	0.0	T		
2831	shshdar	1	0.004	1	sh	d	ar	sh:sequence.watch.do.yield.respond	0	s	r	True	0.0	0.0	0.0	T		
2832	darordaiin	1	0.004	1	da	rord	aiin	da:respond.arrange.respond.do.yield.iterate.iterate.bind	0	r	n	True	0.0	0.0	1.0	T		
2833	shetshdy	1	0.004	1	sh	etsh	dy	sh:cool.transfer.sequence.watch.do.end	1	e	y	False	0.0	0.0	0.0	T		
2834	odeeed	1	0.004	1		odeeed		arrange.do.cool.cool.cool.do	3	o	d	False	0.0	0.0	1.0	T		
2835	kchedar	1	0.004	1	kch	ed	ar	kch:cool.do.yield.respond	1	e	r	False	1.0	1.0	0.0	T		
2836	qekedy	1	0.004	1		qeke	dy	?.cool.heat.cool.do.end	1	q	y	True	0.0	0.0	0.0	T		
2837	ors	1	0.004	1	or	s		or:sequence	0	s	s	True	0.0	0.0	0.0	T		
2838	dkam	1	0.004	1	ka	m		[d]ka:final	0	m	m	True	0.0	0.0	1.0	T		
2839	dorchdy	1	0.004	1	do	rch	dy	do:respond.adjust.watch.do.end	0	r	y	True	0.0	1.0	0.0	T		
2840	okedes	1	0.004	1	ok	ede	s	ok:cool.do.cool.sequence	1	e	s	False	0.0	0.0	0.0	T		
2841	otalom	1	0.004	1	ot	al	om	ot:yield.state.arrange.final	0	a	m	False	0.0	0.0	1.0	T		
2842	ypchdar	1	0.004	1	pch	d	ar	[y]pch:do.yield.respond	0	d	r	True	0.0	0.0	0.0	T		
2843	keshor	1	0.004	1	ke	or		ke:sequence.watch.arrange.respond	0	s	r	True	0.0	0.0	0.0	T		
2844	dchdal	1	0.004	1	dch	d	al	dch:do.yield.state	0	d	l	True	0.0	0.0	0.0	T		
2845	cholairy	1	0.004	1	ch	olai	ry	ch:arrange.state.yield.iterate.respond.end	0	o	y	False	0.0	0.0	1.0	T		
2846	shdytody	1	0.004	1	sh	dyto	dy	sh:do.end.transfer.arrange.do.end	0	d	y	True	0.0	0.0	0.0	T		
2847	otchol	1	0.004	1	ot	ol		ot:adjust.watch.arrange.state	0	c	l	True	0.0	0.0	0.0	T		
2848	eeodaiin	1	0.004	1		eeod	aiin	cool.cool.arrange.do.yield.iterate.iterate.bind	2	e	n	False	0.0	0.0	0.0	T		
2849	raraiiin	1	0.004	1	ar	ai	iin	[r]ar:yield.iterate.iterate.iterate.bind	0	a	n	False	0.0	1.0	0.0	T		
2850	qokoror	1	0.004	1	qo	kor	or	qo:heat.arrange.respond.arrange.respond	0	k	r	False	0.0	0.0	0.0	T		
2851	olpchdy	1	0.004	1	ol	pch	dy	ol:pause.adjust.watch.do.end	0	p	y	True	0.0	0.0	0.0	T		
2852	odchdy	1	0.004	1		odch	dy	arrange.do.adjust.watch.do.end	0	o	y	False	0.0	1.0	0.0	C		
2853	opoees	1	0.004	1		opoee	s	arrange.pause.arrange.cool.cool.sequence	2	o	s	False	0.0	0.0	0.0	C		
2854	chepaiin	1	0.004	1	ch	ep	aiin	ch:cool.pause.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	C		
2855	otadar	1	0.004	1	ot	ad	ar	ot:yield.do.yield.respond	0	a	r	False	0.0	0.0	0.0	C		
2856	opoiin	1	0.004	1		op	oiin	arrange.pause.arrange.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
2857	qopchchs	1	0.004	1	qo	pchch	s	qo:pause.adjust.watch.adjust.watch.sequence	0	p	s	True	0.0	0.0	0.0	C		
2858	aloees	1	0.004	1	al	oee	s	al:arrange.cool.cool.sequence	2	o	s	False	0.0	0.0	0.0	C		
2859	olfor	1	0.004	1	ol	f	or	ol:flag.arrange.respond	0	f	r	True	0.0	0.0	0.0	C		
2860	chcphdar	1	0.004	1	ch	cphd	ar	ch:adjust.pause.watch.do.yield.respond	0	c	r	True	0.0	0.0	1.0	C		
2861	sary	1	0.004	1	sa	ry		sa:respond.end	0	r	y	True	0.0	0.0	1.0	C		
2862	qoseey	1	0.004	1	qo	see	y	qo:sequence.cool.cool.end	2	s	y	True	0.0	0.0	0.0	C		
2863	aiinog	1	0.004	1		aiino	g	yield.iterate.iterate.bind.arrange.?	0	a	g	False	0.0	0.0	1.0	C		
2864	sheoly	1	0.004	1	sh	eo	ly	sh:cool.arrange.state.end	1	e	y	False	0.0	0.0	1.0	C		
2865	olfar	1	0.004	1	ol	f	ar	ol:flag.yield.respond	0	f	r	True	0.0	0.0	0.0	C		
2866	ockhdor	1	0.004	1		ockhd	or	arrange.adjust.heat.watch.do.arrange.respond	0	o	r	False	0.0	1.0	0.0	C		
2867	shoral	1	0.004	1	sh	or	al	sh:arrange.respond.yield.state	0	o	l	False	0.0	0.0	1.0	C		
2868	sosees	1	0.004	1	so	see	s	so:sequence.cool.cool.sequence	2	s	s	True	0.0	1.0	1.0	C		
2869	pchedeey	1	0.004	1	pch	edee	y	pch:cool.do.cool.cool.end	2	e	y	False	1.0	1.0	0.0	C		
2870	chotey	1	0.004	1	ch	ote	y	ch:arrange.transfer.cool.end	1	o	y	False	0.0	0.0	0.0	C		
2871	oloeorain	1	0.004	1	ol	oeor	ain	ol:arrange.cool.arrange.respond.yield.iterate.bind	1	o	n	False	0.0	0.0	1.0	C		
2872	qtchedy	1	0.004	1		qtche	dy	?.transfer.adjust.watch.cool.do.end	1	q	y	True	0.0	1.0	0.0	C		
2873	qotom	1	0.004	1	qo	t	om	qo:transfer.arrange.final	0	t	m	False	0.0	0.0	1.0	C		
2874	soiis	1	0.004	1	so	ii	s	so:iterate.iterate.sequence	0	i	s	True	0.0	1.0	0.0	C		
2875	chokcod	1	0.004	1	ch	okcod		ch:arrange.heat.adjust.arrange.do	0	o	d	False	0.0	0.0	1.0	C		
2876	otchs	1	0.004	1	ot	s		ot:adjust.watch.sequence	0	c	s	True	1.0	1.0	0.0	C		
2877	shedor	1	0.004	1	sh	ed	or	sh:cool.do.arrange.respond	1	e	r	False	0.0	0.0	0.0	C		
2878	sorain	1	0.004	1	so	r	ain	so:respond.yield.iterate.bind	0	r	n	True	0.0	0.0	1.0	C		
2879	sodaiiin	1	0.004	1	so	dai	iin	so:do.yield.iterate.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	C		
2880	ypshedy	1	0.004	1		ypshe	dy	end.pause.sequence.watch.cool.do.end	1	y	y	True	0.0	1.0	0.0	C		
2881	ochar	1	0.004	1		och	ar	arrange.adjust.watch.yield.respond	0	o	r	False	0.0	0.0	0.0	C		
2882	otchdo	1	0.004	1	ot	do		ot:adjust.watch.do.arrange	0	c	o	True	0.0	0.0	0.0	C		
2883	odsheo	1	0.004	1		odsheo		arrange.do.sequence.watch.cool.arrange	1	o	o	False	0.0	0.0	0.0	C		
2884	cheepchdy	1	0.004	1	ch	eepch	dy	ch:cool.cool.pause.adjust.watch.do.end	2	e	y	False	0.0	0.0	0.0	C		
2885	dchdor	1	0.004	1	dch	d	or	dch:do.arrange.respond	0	d	r	True	0.0	0.0	0.0	C		
2886	qopcher	1	0.004	1	qo	pche	r	qo:pause.adjust.watch.cool.respond	1	p	r	True	0.0	0.0	0.0	C		
2887	oseeedar	1	0.004	1		oseeed	ar	arrange.sequence.cool.cool.cool.do.yield.respond	3	o	r	False	0.0	0.0	0.0	C		
2888	orarorchy	1	0.004	1	or	arorch	y	or:yield.respond.arrange.respond.adjust.watch.end	0	a	y	False	0.0	0.0	0.0	C		
2889	opchsey	1	0.004	1		opchse	y	arrange.pause.adjust.watch.sequence.cool.end	1	o	y	False	0.0	0.0	0.0	C		
2890	scheor	1	0.004	1	sch	e	or	sch:cool.arrange.respond	1	e	r	False	0.0	0.0	0.0	C		
2891	cheefar	1	0.004	1	ch	eef	ar	ch:cool.cool.flag.yield.respond	2	e	r	False	0.0	0.0	0.0	C		
2892	shetchy	1	0.004	1	sh	etch	y	sh:cool.transfer.adjust.watch.end	1	e	y	False	0.0	0.0	0.0	C		
2893	qoteshy	1	0.004	1	qo	tesh	y	qo:transfer.cool.sequence.watch.end	1	t	y	False	0.0	0.0	0.0	C		
2894	ofor	1	0.004	1		of	or	arrange.flag.arrange.respond	0	o	r	False	0.0	0.0	0.0	C		
2895	otodeeeo	1	0.004	1	ot	odeeeo		ot:arrange.do.cool.cool.cool.arrange	3	o	o	False	0.0	0.0	0.0	C		
2896	qotedain	1	0.004	1	qo	ted	ain	qo:transfer.cool.do.yield.iterate.bind	1	t	n	False	0.0	0.0	0.0	C		
2897	chetdy	1	0.004	1	ch	et	dy	ch:cool.transfer.do.end	1	e	y	False	0.0	0.0	0.0	C		
2898	schsdy	1	0.004	1	sch	s	dy	sch:sequence.do.end	0	s	y	True	0.0	0.0	0.0	C		
2899	qeeor	1	0.004	1		qee	or	?.cool.cool.arrange.respond	2	q	r	True	0.0	0.0	0.0	C		
2900	odarchdy	1	0.004	1		odarch	dy	arrange.do.yield.respond.adjust.watch.do.end	0	o	y	False	0.0	0.0	0.0	C		
2901	olcheos	1	0.004	1	ol	eo	s	ol:adjust.watch.cool.arrange.sequence	1	c	s	True	0.0	0.0	0.0	C		
2902	chedees	1	0.004	1	ch	edee	s	ch:cool.do.cool.cool.sequence	2	e	s	False	0.0	0.0	0.0	C		
2903	shyy	1	0.004	1	sh	y	y	sh:end.end	0	y	y	True	0.0	0.0	0.0	C		
2904	scody	1	0.004	1		sco	dy	sequence.adjust.arrange.do.end	0	s	y	True	0.0	0.0	0.0	C		
2905	chdchdy	1	0.004	1	ch	dch	dy	ch:do.adjust.watch.do.end	0	d	y	True	0.0	0.0	0.0	C		
2906	dodar	1	0.004	1	do	d	ar	do:do.yield.respond	0	d	r	True	0.0	0.0	0.0	C		
2907	deedes	1	0.004	1	de	ede	s	de:cool.do.cool.sequence	1	e	s	False	0.0	0.0	0.0	C		
2908	opcho	1	0.004	1		opcho		arrange.pause.adjust.watch.arrange	0	o	o	False	0.0	0.0	0.0	C		
2909	fchsom	1	0.004	1	fch	s	om	fch:sequence.arrange.final	0	s	m	True	0.0	0.0	1.0	C		
2910	oepor	1	0.004	1		oep	or	arrange.cool.pause.arrange.respond	1	o	r	False	0.0	0.0	0.0	C		
2911	oteer	1	0.004	1	ot	ee	r	ot:cool.cool.respond	2	e	r	False	0.0	0.0	0.0	C		
2912	olkeor	1	0.004	1	ol	ke	or	ol:heat.cool.arrange.respond	1	k	r	False	0.0	0.0	0.0	C		
2913	dery	1	0.004	1	de	ry		de:respond.end	0	r	y	True	0.0	0.0	0.0	C		
2914	doeedey	1	0.004	1	do	eede	y	do:cool.cool.do.cool.end	2	e	y	False	0.0	0.0	0.0	C		
2915	dtedair	1	0.004	1	te	dai	r	[d]te:do.yield.iterate.respond	0	d	r	True	0.0	0.0	0.0	C		
2916	otedos	1	0.004	1	ot	edo	s	ot:cool.do.arrange.sequence	1	e	s	False	0.0	0.0	0.0	C		
2917	pchdeedy	1	0.004	1	pch	dee	dy	pch:do.cool.cool.do.end	2	d	y	True	0.0	0.0	0.0	C		
2918	otoldyl	1	0.004	1	ot	oldy	l	ot:arrange.state.do.end.state	0	o	l	False	0.0	0.0	1.0	C		
2919	pchsodar	1	0.004	1	pch	sod	ar	pch:sequence.arrange.do.yield.respond	0	s	r	True	1.0	1.0	0.0	C		
2920	qoeol	1	0.004	1	qo	e	ol	qo:cool.arrange.state	1	e	l	False	0.0	0.0	0.0	C		
2921	oqokeol	1	0.004	1		oqoke	ol	arrange.?.arrange.heat.cool.arrange.state	1	o	l	False	0.0	0.0	0.0	C		
2922	olair	1	0.004	1	ol	ai	r	ol:yield.iterate.respond	0	a	r	False	0.0	0.0	0.0	C		
2923	ycseol	1	0.004	1		ycse	ol	end.adjust.sequence.cool.arrange.state	1	y	l	True	0.0	1.0	0.0	C		
2924	keeod	1	0.004	1	ke	eod		ke:cool.arrange.do	1	e	d	False	0.0	0.0	0.0	C		
2925	shockhhy	1	0.004	1	sh	ockhh	y	sh:arrange.adjust.heat.watch.watch.end	0	o	y	False	0.0	0.0	0.0	C		
2926	oleey	1	0.004	1	ol	ee	y	ol:cool.cool.end	2	e	y	False	0.0	0.0	0.0	C		
2927	yy	1	0.004	1		y	y	end.end	0	y	y	True	0.0	0.0	1.0	C		
2928	otedalol	1	0.004	1	ot	edal	ol	ot:cool.do.yield.state.arrange.state	1	e	l	False	0.0	0.0	0.0	C		
2929	orairody	1	0.004	1	or	airo	dy	or:yield.iterate.respond.arrange.do.end	0	a	y	False	0.0	0.0	0.0	C		
2930	qotchdain	1	0.004	1	qo	tchd	ain	qo:transfer.adjust.watch.do.yield.iterate.bind	0	t	n	False	0.0	0.0	0.0	C		
2931	ochody	1	0.004	1		ocho	dy	arrange.adjust.watch.arrange.do.end	0	o	y	False	0.0	1.0	0.0	C		
2932	qopchd	1	0.004	1	qo	pchd		qo:pause.adjust.watch.do	0	p	d	True	0.0	0.0	0.0	C		
2933	lram	1	0.004	1		lr	am	state.respond.yield.final	0	l	m	True	0.0	0.0	1.0	C		
2934	lkarchees	1	0.004	1	lk	archee	s	lk:yield.respond.adjust.watch.cool.cool.sequence	2	a	s	False	0.0	0.0	0.0	C		
2935	taiky	1	0.004	1	ta	ik	y	ta:iterate.heat.end	0	i	y	True	0.0	0.0	0.0	C		
2936	orsheeen	1	0.004	1	or	eee	n	or:sequence.watch.cool.cool.cool.bind	3	s	n	True	0.0	0.0	0.0	C		
2937	olkeshar	1	0.004	1	ol	kesh	ar	ol:heat.cool.sequence.watch.yield.respond	1	k	r	False	0.0	0.0	0.0	C		
2938	ylchedor	1	0.004	1	lch	ed	or	[y]lch:cool.do.arrange.respond	1	e	r	False	0.0	0.0	0.0	C		
2939	ldaly	1	0.004	1	da	ly		[l]da:state.end	0	l	y	True	0.0	0.0	0.0	C		
2940	saldam	1	0.004	1	sa	ld	am	sa:state.do.yield.final	0	l	m	True	0.0	0.0	0.0	C		
2941	oxy	1	0.004	1		ox	y	arrange.diagram.end	0	o	y	False	0.0	0.0	1.0	C		
2942	lchdol	1	0.004	1	lch	d	ol	lch:do.arrange.state	0	d	l	True	0.0	0.0	0.0	C		
2943	chcphar	1	0.004	1	ch	cph	ar	ch:adjust.pause.watch.yield.respond	0	c	r	True	0.0	0.0	0.0	C		
2944	ykeealar	1	0.004	1	yk	eeal	ar	yk:cool.cool.yield.state.yield.respond	2	e	r	False	0.0	1.0	0.0	C		
2945	ykairolky	1	0.004	1	yk	airolk	y	yk:yield.iterate.respond.arrange.state.heat.end	0	a	y	False	0.0	0.0	1.0	C		
2946	ctholcthy	1	0.004	1	ct	holcth	y	ct:watch.arrange.state.adjust.transfer.watch.end	0	h	y	True	1.0	1.0	0.0	C		
2947	cpholkaiin	1	0.004	1		cpholk	aiin	adjust.pause.watch.arrange.state.heat.yield.iterate.iterate.bind	0	c	n	True	0.0	0.0	0.0	C		
2948	cholfchy	1	0.004	1	ch	olfch	y	ch:arrange.state.flag.adjust.watch.end	0	o	y	False	0.0	0.0	0.0	C		
2949	aroiin	1	0.004	1	ar	oiin		ar:arrange.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
2950	checfhy	1	0.004	1	ch	ecfh	y	ch:cool.adjust.flag.watch.end	1	e	y	False	0.0	0.0	0.0	C		
2951	shotaiin	1	0.004	1	sh	ot	aiin	sh:arrange.transfer.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
2952	shckhor	1	0.004	1	sh	ckh	or	sh:adjust.heat.watch.arrange.respond	0	c	r	True	0.0	0.0	0.0	C		
2953	qckhear	1	0.004	1		qckhe	ar	?.adjust.heat.watch.cool.yield.respond	1	q	r	True	0.0	0.0	0.0	C		
2954	shoifhy	1	0.004	1	sh	oifh	y	sh:arrange.iterate.flag.watch.end	0	o	y	False	0.0	0.0	0.0	C		
2955	shopchey	1	0.004	1	sh	opche	y	sh:arrange.pause.adjust.watch.cool.end	1	o	y	False	0.0	0.0	0.0	C		
2956	pchecfhey	1	0.004	1	pch	ecfhe	y	pch:cool.adjust.flag.watch.cool.end	1	e	y	False	0.0	0.0	0.0	C		
2957	ocphey	1	0.004	1		ocphe	y	arrange.adjust.pause.watch.cool.end	1	o	y	False	0.0	0.0	0.0	C		
2958	olkshed	1	0.004	1	ol	kshed		ol:heat.sequence.watch.cool.do	1	k	d	False	0.0	0.0	0.0	C		
2959	qofod	1	0.004	1	qo	fod		qo:flag.arrange.do	0	f	d	True	0.0	0.0	0.0	C		
2960	adar	1	0.004	1		ad	ar	yield.do.yield.respond	0	a	r	False	0.0	0.0	0.0	C		
2961	oreeey	1	0.004	1	or	eee	y	or:cool.cool.cool.end	3	e	y	False	0.0	1.0	0.0	C		
2962	otyteeodain	1	0.004	1	ot	yteeod	ain	ot:end.transfer.cool.cool.arrange.do.yield.iterate.bind	2	y	n	True	0.0	0.0	0.0	C		
2963	lshechy	1	0.004	1	lsh	ech	y	lsh:cool.adjust.watch.end	1	e	y	False	0.0	1.0	0.0	C		
2964	tshy	1	0.004	1	sh	y		[t]sh:end	0	y	y	True	0.0	0.0	0.0	C		
2965	tairoor	1	0.004	1	ta	iro	or	ta:iterate.respond.arrange.arrange.respond	0	i	r	True	0.0	0.0	0.0	C		
2966	taikhy	1	0.004	1	ta	ikh	y	ta:iterate.heat.watch.end	0	i	y	True	0.0	0.0	0.0	C		
2967	damom	1	0.004	1	da	m	om	da:final.arrange.final	0	m	m	True	0.0	0.0	1.0	C		
2968	ytshy	1	0.004	1		ytsh	y	end.transfer.sequence.watch.end	0	y	y	True	0.0	0.0	0.0	C		
2969	orokeeeey	1	0.004	1	or	okeeee	y	or:arrange.heat.cool.cool.cool.cool.end	4	o	y	False	0.0	0.0	0.0	C		
2970	araram	1	0.004	1	ar	ar	am	ar:yield.respond.yield.final	0	a	m	False	0.0	0.0	1.0	C		
2971	cholkeod	1	0.004	1	ch	olkeod		ch:arrange.state.heat.cool.arrange.do	1	o	d	False	0.0	0.0	0.0	C		
2972	alshdr	1	0.004	1	al	d	r	al:sequence.watch.do.respond	0	s	r	True	0.0	1.0	0.0	C		
2973	ramshy	1	0.004	1		ramsh	y	respond.yield.final.sequence.watch.end	0	r	y	True	0.0	0.0	1.0	C		
2974	dytshedy	1	0.004	1		dytshe	dy	do.end.transfer.sequence.watch.cool.do.end	1	d	y	True	0.0	0.0	0.0	C		
2975	dytshy	1	0.004	1		dytsh	y	do.end.transfer.sequence.watch.end	0	d	y	True	0.0	0.0	0.0	C		
2976	polkchy	1	0.004	1	po	lkch	y	po:state.heat.adjust.watch.end	0	l	y	True	1.0	1.0	0.0	C		
2977	paroiin	1	0.004	1	ar	oiin		[p]ar:arrange.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
2978	qopydaiin	1	0.004	1	qo	pyd	aiin	qo:pause.end.do.yield.iterate.iterate.bind	0	p	n	True	0.0	0.0	0.0	C		
2979	qopary	1	0.004	1	qo	pa	ry	qo:pause.yield.respond.end	0	p	y	True	0.0	0.0	1.0	C		
2980	otytam	1	0.004	1	ot	yt	am	ot:end.transfer.yield.final	0	y	m	True	0.0	0.0	0.0	C		
2981	qoeear	1	0.004	1	qo	ee	ar	qo:cool.cool.yield.respond	2	e	r	False	0.0	0.0	0.0	C		
2982	chsey	1	0.004	1	ch	se	y	ch:sequence.cool.end	1	s	y	True	0.0	0.0	0.0	C		
2983	okeeeykchy	1	0.004	1	ok	eeeykch	y	ok:cool.cool.cool.end.heat.adjust.watch.end	3	e	y	False	0.0	0.0	0.0	C		
2984	ldaiiin	1	0.004	1	da	i	iin	[l]da:iterate.iterate.iterate.bind	0	i	n	True	0.0	0.0	0.0	C		
2985	otariin	1	0.004	1	ot	ar	iin	ot:yield.respond.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.0	C		
2986	choltal	1	0.004	1	ch	olt	al	ch:arrange.state.transfer.yield.state	0	o	l	False	0.0	0.0	0.0	C		
2987	lshar	1	0.004	1	lsh	ar		lsh:yield.respond	0	a	r	False	0.0	1.0	0.0	C		
2988	octhair	1	0.004	1		octhai	r	arrange.adjust.transfer.watch.yield.iterate.respond	0	o	r	False	0.0	0.0	0.0	C		
2989	toror	1	0.004	1	to	r	or	to:respond.arrange.respond	0	r	r	True	0.0	0.0	0.0	C		
2990	okeockhey	1	0.004	1	ok	eockhe	y	ok:cool.arrange.adjust.heat.watch.cool.end	1	e	y	False	0.0	0.0	0.0	C		
2991	oltam	1	0.004	1	ol	t	am	ol:transfer.yield.final	0	t	m	False	0.0	0.0	1.0	C		
2992	shcthdy	1	0.004	1	sh	cth	dy	sh:adjust.transfer.watch.do.end	0	c	y	True	0.0	0.0	0.0	C		
2993	oltchey	1	0.004	1	ol	tche	y	ol:transfer.adjust.watch.cool.end	1	t	y	False	0.0	0.0	0.0	C		
2994	lkalol	1	0.004	1	lk	al	ol	lk:yield.state.arrange.state	0	a	l	False	0.0	0.0	0.0	C		
2995	lt	1	0.004	1		lt		state.transfer	0	l	t	True	0.0	0.0	0.0	C		
2996	chorolk	1	0.004	1	ch	orolk		ch:arrange.respond.arrange.state.heat	0	o	k	False	0.0	0.0	0.0	C		
2997	qoolkaiin	1	0.004	1	qo	olk	aiin	qo:arrange.state.heat.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
2998	otolkshy	1	0.004	1	ot	olksh	y	ot:arrange.state.heat.sequence.watch.end	0	o	y	False	0.0	0.0	0.0	C		
2999	otalky	1	0.004	1	ot	alk	y	ot:yield.state.heat.end	0	a	y	False	0.0	0.0	0.0	C		
3000	aiodam	1	0.004	1		aiod	am	yield.iterate.arrange.do.yield.final	0	a	m	False	0.0	0.0	1.0	C		
3001	pshdal	1	0.004	1	sh	d	al	[p]sh:do.yield.state	0	d	l	True	1.0	1.0	0.0	C		
3002	fyshey	1	0.004	1		fyshe	y	flag.end.sequence.watch.cool.end	1	f	y	True	0.0	0.0	0.0	C		
3003	losair	1	0.004	1		losai	r	state.arrange.sequence.yield.iterate.respond	0	l	r	True	0.0	1.0	0.0	C		
3004	oteeodail	1	0.004	1	ot	eeodai	l	ot:cool.cool.arrange.do.yield.iterate.state	2	e	l	False	0.0	0.0	0.0	C		
3005	ypchery	1	0.004	1	pch	e	ry	[y]pch:cool.respond.end	1	e	y	False	0.0	1.0	0.0	C		
3006	chcthody	1	0.004	1	ch	ctho	dy	ch:adjust.transfer.watch.arrange.do.end	0	c	y	True	0.0	0.0	0.0	C		
3007	shdam	1	0.004	1	sh	d	am	sh:do.yield.final	0	d	m	True	0.0	0.0	0.0	C		
3008	fchcfhy	1	0.004	1	fch	cfh	y	fch:adjust.flag.watch.end	0	c	y	True	0.0	0.0	1.0	C		
3009	octhal	1	0.004	1		octh	al	arrange.adjust.transfer.watch.yield.state	0	o	l	False	0.0	1.0	0.0	C		
3010	cheeg	1	0.004	1	ch	ee	g	ch:cool.cool.?	2	e	g	False	0.0	0.0	1.0	C		
3011	poraiiindy	1	0.004	1	po	raiiin	dy	po:respond.yield.iterate.iterate.iterate.bind.do.end	0	r	y	True	1.0	1.0	0.0	C		
3012	otshs	1	0.004	1	ot	s		ot:sequence.watch.sequence	0	s	s	True	0.0	0.0	0.0	C		
3013	qopchesy	1	0.004	1	qo	pches	y	qo:pause.adjust.watch.cool.sequence.end	1	p	y	True	0.0	0.0	0.0	C		
3014	lfar	1	0.004	1		lf	ar	state.flag.yield.respond	0	l	r	True	0.0	0.0	0.0	C		
3015	amod	1	0.004	1		amod		yield.final.arrange.do	0	a	d	False	0.0	0.0	1.0	C		
3016	dcheytain	1	0.004	1	dch	eyt	ain	dch:cool.end.transfer.yield.iterate.bind	1	e	n	False	0.0	1.0	0.0	C		
3017	ykalkain	1	0.004	1	yk	alk	ain	yk:yield.state.heat.yield.iterate.bind	0	a	n	False	0.0	0.0	0.0	C		
3018	dalkalytam	1	0.004	1	da	lkalyt	am	da:state.heat.yield.state.end.transfer.yield.final	0	l	m	True	0.0	0.0	1.0	C		
3019	poldaiin	1	0.004	1	po	ld	aiin	po:state.do.yield.iterate.iterate.bind	0	l	n	True	1.0	1.0	0.0	C		
3020	tesaiin	1	0.004	1	te	s	aiin	te:sequence.yield.iterate.iterate.bind	0	s	n	True	0.0	0.0	0.0	C		
3021	otcho	1	0.004	1	ot	o		ot:adjust.watch.arrange	0	c	o	True	0.0	0.0	0.0	C		
3022	ycheeytydaiin	1	0.004	1	ch	eeytyd	aiin	[y]ch:cool.cool.end.transfer.end.do.yield.iterate.iterate.bind	2	e	n	False	0.0	1.0	0.0	C		
3023	ytaiim	1	0.004	1	ta	i	im	[y]ta:iterate.iterate.final	0	i	m	True	0.0	0.0	1.0	C		
3024	teodkaiin	1	0.004	1	te	odk	aiin	te:arrange.do.heat.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	C		
3025	alosheey	1	0.004	1	al	oshee	y	al:arrange.sequence.watch.cool.cool.end	2	o	y	False	0.0	0.0	0.0	C		
3026	lkesy	1	0.004	1	lk	es	y	lk:cool.sequence.end	1	e	y	False	0.0	0.0	1.0	C		
3027	pochor	1	0.004	1	po	or		po:adjust.watch.arrange.respond	0	c	r	True	1.0	1.0	0.0	C		
3028	shoar	1	0.004	1	sh	o	ar	sh:arrange.yield.respond	0	o	r	False	0.0	0.0	0.0	C		
3029	pshody	1	0.004	1	sh	o	dy	[p]sh:arrange.do.end	0	o	y	False	0.0	0.0	0.0	C		
3030	ocfhdy	1	0.004	1		ocfh	dy	arrange.adjust.flag.watch.do.end	0	o	y	False	0.0	0.0	0.0	C		
3031	olpshy	1	0.004	1	ol	psh	y	ol:pause.sequence.watch.end	0	p	y	True	0.0	0.0	0.0	C		
3032	ypchor	1	0.004	1	pch	or		[y]pch:arrange.respond	0	o	r	False	0.0	0.0	0.0	C		
3033	pchykar	1	0.004	1	pch	yk	ar	pch:end.heat.yield.respond	0	y	r	True	0.0	0.0	0.0	C		
3034	oeees	1	0.004	1		oeee	s	arrange.cool.cool.cool.sequence	3	o	s	False	0.0	0.0	0.0	C		
3035	ytdar	1	0.004	1		ytd	ar	end.transfer.do.yield.respond	0	y	r	True	0.0	0.0	0.0	C		
3036	teodyteytar	1	0.004	1	te	odyteyt	ar	te:arrange.do.end.transfer.cool.end.transfer.yield.respond	1	o	r	False	0.0	0.0	0.0	C		
