rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
2600	octheol	1	0.004	1		octhe	ol	arrange.adjust.transfer.watch.cool.arrange.state	1	o	l	False	0.0	0.0	0.0	B		
2601	sotaiin	1	0.004	1	so	t	aiin	so:transfer.yield.iterate.iterate.bind	0	t	n	False	0.0	0.0	0.0	B		
2602	sshol	1	0.004	1	sh	ol		[s]sh:arrange.state	0	o	l	False	0.0	1.0	0.0	B		
2603	dairchey	1	0.004	1	da	irche	y	da:iterate.respond.adjust.watch.cool.end	1	i	y	True	0.0	0.0	0.0	B		
2604	kolchdy	1	0.004	1	ko	lch	dy	ko:state.adjust.watch.do.end	0	l	y	True	1.0	1.0	0.0	B		
2605	chopchedy	1	0.004	1	ch	opche	dy	ch:arrange.pause.adjust.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	B		
2606	qodched	1	0.004	1	qo	dched		qo:do.adjust.watch.cool.do	1	d	d	True	0.0	0.0	0.0	B		
2607	olqo	1	0.004	1	ol	qo		ol:?.arrange	0	q	o	True	0.0	0.0	0.0	B		
2608	checkho	1	0.004	1	ch	eckho		ch:cool.adjust.heat.watch.arrange	1	e	o	False	0.0	0.0	0.0	B		
2609	lolol	1	0.004	1	ol	ol		[l]ol:arrange.state	0	o	l	False	0.0	0.0	0.0	B		
2610	raity	1	0.004	1		rait	y	respond.yield.iterate.transfer.end	0	r	y	True	0.0	0.0	0.0	B		
2611	rolchey	1	0.004	1	ol	e	y	[r]ol:adjust.watch.cool.end	1	c	y	True	0.0	0.0	1.0	B		
2612	lsoraiin	1	0.004	1	so	r	aiin	[l]so:respond.yield.iterate.iterate.bind	0	r	n	True	0.0	0.0	0.0	B		
2613	posalshy	1	0.004	1	po	salsh	y	po:sequence.yield.state.sequence.watch.end	0	s	y	True	1.0	1.0	0.0	B		
2614	cphal	1	0.004	1		cph	al	adjust.pause.watch.yield.state	0	c	l	True	0.0	0.0	0.0	B		
2615	rolshey	1	0.004	1	ol	e	y	[r]ol:sequence.watch.cool.end	1	s	y	True	0.0	0.0	0.0	B		
2616	qoesedy	1	0.004	1	qo	ese	dy	qo:cool.sequence.cool.do.end	1	e	y	False	0.0	0.0	0.0	B		
2617	sheeerl	1	0.004	1	sh	eeer	l	sh:cool.cool.cool.respond.state	3	e	l	False	0.0	0.0	0.0	B		
2618	rsheal	1	0.004	1	sh	e	al	[r]sh:cool.yield.state	1	e	l	False	0.0	0.0	0.0	B		
2619	lochedy	1	0.004	1		loche	dy	state.arrange.adjust.watch.cool.do.end	1	l	y	True	0.0	0.0	1.0	B		
2620	okchhy	1	0.004	1	ok	h	y	ok:adjust.watch.watch.end	0	c	y	True	0.0	0.0	0.0	B		
2621	lcheeor	1	0.004	1	lch	ee	or	lch:cool.cool.arrange.respond	2	e	r	False	0.0	0.0	0.0	B		
2622	teoiin	1	0.004	1	te	oiin		te:arrange.iterate.iterate.bind	0	o	n	False	0.0	1.0	0.0	B		
2623	ikhey	1	0.004	1		ikhe	y	iterate.heat.watch.cool.end	1	i	y	True	0.0	0.0	0.0	B		
2624	tokol	1	0.004	1	to	k	ol	to:heat.arrange.state	0	k	l	False	1.0	1.0	0.0	B		
2625	otdal	1	0.004	1	ot	d	al	ot:do.yield.state	0	d	l	True	0.0	0.0	0.0	B		
2626	qoteytyqoky	1	0.004	1	qo	teytyqok	y	qo:transfer.cool.end.transfer.end.?.arrange.heat.end	1	t	y	False	0.0	0.0	0.0	B		
2627	qocthes	1	0.004	1	qo	cthe	s	qo:adjust.transfer.watch.cool.sequence	1	c	s	True	0.0	0.0	0.0	B		
2628	rsheol	1	0.004	1	sh	e	ol	[r]sh:cool.arrange.state	1	e	l	False	0.0	0.0	0.0	B		
2629	okai	1	0.004	1	ok	ai		ok:yield.iterate	0	a	i	False	0.0	0.0	0.0	B		
2630	rches	1	0.004	1	rch	e	s	rch:cool.sequence	1	e	s	False	0.0	0.0	0.0	B		
2631	tolsheol	1	0.004	1	to	lshe	ol	to:state.sequence.watch.cool.arrange.state	1	l	l	True	1.0	1.0	0.0	B		
2632	qolkedy	1	0.004	1	qo	lke	dy	qo:state.heat.cool.do.end	1	l	y	True	0.0	0.0	0.0	B		
2633	rsheedar	1	0.004	1	sh	eed	ar	[r]sh:cool.cool.do.yield.respond	2	e	r	False	0.0	0.0	0.0	B		
2634	oinaly	1	0.004	1		oina	ly	arrange.iterate.bind.yield.state.end	0	o	y	False	0.0	0.0	1.0	B		
2635	okaraly	1	0.004	1	ok	ara	ly	ok:yield.respond.yield.state.end	0	a	y	False	0.0	0.0	1.0	B		
2636	qolkshey	1	0.004	1	qo	lkshe	y	qo:state.heat.sequence.watch.cool.end	1	l	y	True	0.0	0.0	0.0	B		
2637	olcheckhy	1	0.004	1	ol	eckh	y	ol:adjust.watch.cool.adjust.heat.watch.end	1	c	y	True	0.0	0.0	0.0	B		
2638	dytary	1	0.004	1		dyta	ry	do.end.transfer.yield.respond.end	0	d	y	True	0.0	0.0	0.0	B		
2639	lgl	1	0.004	1		lg	l	state.?.state	0	l	l	True	0.0	0.0	1.0	B		
2640	kechey	1	0.004	1	ke	e	y	ke:adjust.watch.cool.end	1	c	y	True	0.0	0.0	0.0	B		
2641	tchdarol	1	0.004	1	tch	dar	ol	tch:do.yield.respond.arrange.state	0	d	l	True	0.0	0.0	0.0	B		
2642	sheytchdy	1	0.004	1	sh	eytch	dy	sh:cool.end.transfer.adjust.watch.do.end	1	e	y	False	0.0	0.0	0.0	B		
2643	olchesy	1	0.004	1	ol	es	y	ol:adjust.watch.cool.sequence.end	1	c	y	True	0.0	0.0	0.0	B		
2644	aindar	1	0.004	1		aind	ar	yield.iterate.bind.do.yield.respond	0	a	r	False	0.0	0.0	1.0	B		
2645	qokalsh	1	0.004	1	qo	kalsh		qo:heat.yield.state.sequence.watch	0	k	h	False	0.0	0.0	0.0	B		
2646	olshalsy	1	0.004	1	ol	als	y	ol:sequence.watch.yield.state.sequence.end	0	s	y	True	0.0	0.0	1.0	B		
2647	loraiin	1	0.004	1	or	aiin		[l]or:yield.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.0	B		
2648	qfol	1	0.004	1		qf	ol	?.flag.arrange.state	0	q	l	True	0.0	0.0	0.0	B		
2649	yckhey	1	0.004	1		yckhe	y	end.adjust.heat.watch.cool.end	1	y	y	True	0.0	1.0	0.0	B		
2650	qsain	1	0.004	1		qs	ain	?.sequence.yield.iterate.bind	0	q	n	True	0.0	0.0	0.0	B		
2651	dym	1	0.004	1		dy	m	do.end.final	0	d	m	True	0.0	0.0	1.0	B		
2652	sheecthey	1	0.004	1	sh	eecthe	y	sh:cool.cool.adjust.transfer.watch.cool.end	2	e	y	False	0.0	0.0	0.0	B		
2653	daltedy	1	0.004	1	da	lte	dy	da:state.transfer.cool.do.end	1	l	y	True	0.0	0.0	0.0	B		
2654	rcheold	1	0.004	1	rch	eold		rch:cool.arrange.state.do	1	e	d	False	0.0	0.0	1.0	B		
2655	dalchckhy	1	0.004	1	da	lchckh	y	da:state.adjust.watch.adjust.heat.watch.end	0	l	y	True	0.0	0.0	0.0	B		
2656	olkeeyr	1	0.004	1	ol	keey	r	ol:heat.cool.cool.end.respond	2	k	r	False	0.0	0.0	1.0	B		
2657	opcsedy	1	0.004	1		opcse	dy	arrange.pause.adjust.sequence.cool.do.end	1	o	y	False	0.0	0.0	0.0	B		
2658	chepol	1	0.004	1	ch	ep	ol	ch:cool.pause.arrange.state	1	e	l	False	0.0	0.0	0.0	B		
2659	shetar	1	0.004	1	sh	et	ar	sh:cool.transfer.yield.respond	1	e	r	False	0.0	0.0	0.0	B		
2660	cheg	1	0.004	1	ch	e	g	ch:cool.?	1	e	g	False	0.0	0.0	0.0	B		
2661	chedchy	1	0.004	1	ch	edch	y	ch:cool.do.adjust.watch.end	1	e	y	False	0.0	0.0	0.0	B		
2662	solshed	1	0.004	1	so	lshed		so:state.sequence.watch.cool.do	1	l	d	True	0.0	1.0	0.0	B		
2663	shecthedchy	1	0.004	1	sh	ecthedch	y	sh:cool.adjust.transfer.watch.cool.do.adjust.watch.end	1	e	y	False	0.0	0.0	0.0	B		
2664	checphedy	1	0.004	1	ch	ecphe	dy	ch:cool.adjust.pause.watch.cool.do.end	1	e	y	False	0.0	0.0	0.0	B		
2665	shedkedy	1	0.004	1	sh	edke	dy	sh:cool.do.heat.cool.do.end	1	e	y	False	0.0	0.0	0.0	B		
2666	qofshdy	1	0.004	1	qo	fsh	dy	qo:flag.sequence.watch.do.end	0	f	y	True	0.0	0.0	0.0	B		
2667	rchs	1	0.004	1	rch	s		rch:sequence	0	s	s	True	0.0	0.0	0.0	B		
2668	cheen	1	0.004	1	ch	ee	n	ch:cool.cool.bind	2	e	n	False	0.0	0.0	0.0	B		
2669	skal	1	0.004	1	ka	l		[s]ka:state	0	l	l	True	0.0	0.0	0.0	B		
2670	cthal	1	0.004	1	ct	h	al	ct:watch.yield.state	0	h	l	True	0.0	0.0	0.0	B		
2671	qockhol	1	0.004	1	qo	ckh	ol	qo:adjust.heat.watch.arrange.state	0	c	l	True	0.0	1.0	0.0	B		
2672	cseckhdy	1	0.004	1		cseckh	dy	adjust.sequence.cool.adjust.heat.watch.do.end	1	c	y	True	0.0	0.0	0.0	B		
2673	ckol	1	0.004	1		ck	ol	adjust.heat.arrange.state	0	c	l	True	0.0	0.0	0.0	B		
2674	saltedy	1	0.004	1	sa	lte	dy	sa:state.transfer.cool.do.end	1	l	y	True	0.0	0.0	0.0	B		
2675	qpchedy	1	0.004	1		qpche	dy	?.pause.adjust.watch.cool.do.end	1	q	y	True	0.0	0.0	0.0	B		
2676	lchcphedy	1	0.004	1	lch	cphe	dy	lch:adjust.pause.watch.cool.do.end	1	c	y	True	0.0	0.0	0.0	B		
2677	chldaiin	1	0.004	1	ch	ld	aiin	ch:state.do.yield.iterate.iterate.bind	0	l	n	True	0.0	0.0	0.0	B		
2678	chealror	1	0.004	1	ch	ealr	or	ch:cool.yield.state.respond.arrange.respond	1	e	r	False	0.0	0.0	1.0	B		
2679	schety	1	0.004	1	sch	et	y	sch:cool.transfer.end	1	e	y	False	0.0	0.0	1.0	B		
2680	shocphedy	1	0.004	1	sh	ocphe	dy	sh:arrange.adjust.pause.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	B		
2681	soldy	1	0.004	1	so	l	dy	so:state.do.end	0	l	y	True	0.0	0.0	1.0	B		
2682	qetal	1	0.004	1		qet	al	?.cool.transfer.yield.state	1	q	l	True	0.0	0.0	0.0	B		
2683	cheeety	1	0.004	1	ch	eeet	y	ch:cool.cool.cool.transfer.end	3	e	y	False	0.0	0.0	0.0	B		
2684	schedair	1	0.004	1	sch	edai	r	sch:cool.do.yield.iterate.respond	1	e	r	False	0.0	1.0	0.0	B		
2685	shecthedy	1	0.004	1	sh	ecthe	dy	sh:cool.adjust.transfer.watch.cool.do.end	1	e	y	False	0.0	0.0	0.0	B		
2686	olsaly	1	0.004	1	ol	sa	ly	ol:sequence.yield.state.end	0	s	y	True	0.0	0.0	0.0	B		
2687	qokylddy	1	0.004	1	qo	kyld	dy	qo:heat.end.state.do.do.end	0	k	y	False	0.0	0.0	1.0	B		
2688	kesd	1	0.004	1	ke	sd		ke:sequence.do	0	s	d	True	0.0	0.0	0.0	B		
2689	sairn	1	0.004	1	sa	ir	n	sa:iterate.respond.bind	0	i	n	True	0.0	0.0	1.0	B		
2690	techedy	1	0.004	1	te	e	dy	te:adjust.watch.cool.do.end	1	c	y	True	0.0	1.0	0.0	B		
2691	dolshed	1	0.004	1	do	lshed		do:state.sequence.watch.cool.do	1	l	d	True	0.0	0.0	0.0	B		
2692	dairydy	1	0.004	1	da	iry	dy	da:iterate.respond.end.do.end	0	i	y	True	0.0	0.0	1.0	B		
2693	solkey	1	0.004	1	so	lke	y	so:state.heat.cool.end	1	l	y	True	0.0	1.0	0.0	B		
2694	qotyl	1	0.004	1	qo	ty	l	qo:transfer.end.state	0	t	l	False	0.0	0.0	0.0	B		
2695	skar	1	0.004	1	ka	r		[s]ka:respond	0	r	r	True	0.0	1.0	0.0	B		
2696	chtorol	1	0.004	1	ch	tor	ol	ch:transfer.arrange.respond.arrange.state	0	t	l	False	1.0	1.0	1.0	B		
2697	olsaiin	1	0.004	1	ol	s	aiin	ol:sequence.yield.iterate.iterate.bind	0	s	n	True	1.0	1.0	1.0	B		
2698	saroldal	1	0.004	1	sa	rold	al	sa:respond.arrange.state.do.yield.state	0	r	l	True	1.0	1.0	1.0	B		
2699	darolsy	1	0.004	1	da	rols	y	da:respond.arrange.state.sequence.end	0	r	y	True	1.0	1.0	1.0	B		
2700	qekey	1	0.004	1		qeke	y	?.cool.heat.cool.end	1	q	y	True	0.0	0.0	0.0	B		
2701	solchkal	1	0.004	1	so	lchk	al	so:state.adjust.watch.heat.yield.state	0	l	l	True	0.0	1.0	0.0	B		
2702	ldalor	1	0.004	1	da	l	or	[l]da:state.arrange.respond	0	l	r	True	0.0	0.0	1.0	B		
2703	rtain	1	0.004	1	ta	in		[r]ta:iterate.bind	0	i	n	True	0.0	0.0	0.0	B		
2704	poldaky	1	0.004	1	po	ldak	y	po:state.do.yield.heat.end	0	l	y	True	1.0	1.0	0.0	B		
2705	chtair	1	0.004	1	ch	tai	r	ch:transfer.yield.iterate.respond	0	t	r	False	0.0	0.0	0.0	B		
2706	qotaldy	1	0.004	1	qo	tal	dy	qo:transfer.yield.state.do.end	0	t	y	False	0.0	0.0	0.0	B		
2707	doldy	1	0.004	1	do	l	dy	do:state.do.end	0	l	y	True	0.0	0.0	0.0	B		
2708	sheoldy	1	0.004	1	sh	eol	dy	sh:cool.arrange.state.do.end	1	e	y	False	0.0	0.0	0.0	B		
2709	qokalol	1	0.004	1	qo	kal	ol	qo:heat.yield.state.arrange.state	0	k	l	False	0.0	0.0	0.0	B		
2710	olkshedy	1	0.004	1	ol	kshe	dy	ol:heat.sequence.watch.cool.do.end	1	k	y	False	0.0	0.0	0.0	B		
2711	rolkeedy	1	0.004	1	ol	kee	dy	[r]ol:heat.cool.cool.do.end	2	k	y	False	0.0	1.0	0.0	B		
2712	ololary	1	0.004	1	ol	ola	ry	ol:arrange.state.yield.respond.end	0	o	y	False	1.0	1.0	1.0	B		
2713	okarchy	1	0.004	1	ok	arch	y	ok:yield.respond.adjust.watch.end	0	a	y	False	1.0	1.0	1.0	B		
2714	pchedas	1	0.004	1	pch	eda	s	pch:cool.do.yield.sequence	1	e	s	False	1.0	1.0	0.0	B		
2715	shedas	1	0.004	1	sh	eda	s	sh:cool.do.yield.sequence	1	e	s	False	0.0	0.0	0.0	B		
2716	okail	1	0.004	1	ok	ai	l	ok:yield.iterate.state	0	a	l	False	0.0	0.0	0.0	B		
2717	lsheg	1	0.004	1	lsh	e	g	lsh:cool.?	1	e	g	False	0.0	0.0	1.0	B		
2718	lldar	1	0.004	1		lld	ar	state.state.do.yield.respond	0	l	r	True	0.0	0.0	0.0	B		
2719	salched	1	0.004	1	sa	lched		sa:state.adjust.watch.cool.do	1	l	d	True	0.0	1.0	0.0	B		
2720	qolchdy	1	0.004	1	qo	lch	dy	qo:state.adjust.watch.do.end	0	l	y	True	0.0	0.0	0.0	B		
2721	chaloly	1	0.004	1	ch	alo	ly	ch:yield.state.arrange.state.end	0	a	y	False	0.0	0.0	1.0	B		
2722	qokaoy	1	0.004	1	qo	kao	y	qo:heat.yield.arrange.end	0	k	y	False	0.0	0.0	1.0	B		
2723	qolteedy	1	0.004	1	qo	ltee	dy	qo:state.transfer.cool.cool.do.end	2	l	y	True	0.0	0.0	0.0	B		
2724	tocthey	1	0.004	1	to	cthe	y	to:adjust.transfer.watch.cool.end	1	c	y	True	0.0	1.0	0.0	B		
2725	sheolkain	1	0.004	1	sh	eolk	ain	sh:cool.arrange.state.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	B		
2726	cheolkain	1	0.004	1	ch	eolk	ain	ch:cool.arrange.state.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	B		
2727	dalshal	1	0.004	1	da	lsh	al	da:state.sequence.watch.yield.state	0	l	l	True	0.0	0.0	0.0	B		
2728	shldy	1	0.004	1	sh	l	dy	sh:state.do.end	0	l	y	True	0.0	0.0	0.0	B		
2729	otechd	1	0.004	1	ot	echd		ot:cool.adjust.watch.do	1	e	d	False	0.0	0.0	0.0	B		
2730	lols	1	0.004	1	ol	s		[l]ol:sequence	0	s	s	True	0.0	0.0	1.0	B		
2731	oqo	1	0.004	1		oqo		arrange.?.arrange	0	o	o	False	0.0	0.0	0.0	B		
2732	sheam	1	0.004	1	sh	e	am	sh:cool.yield.final	1	e	m	False	0.0	0.0	1.0	B		
2733	qotals	1	0.004	1	qo	tal	s	qo:transfer.yield.state.sequence	0	t	s	False	0.0	0.0	1.0	B		
2734	oyshey	1	0.004	1		oyshe	y	arrange.end.sequence.watch.cool.end	1	o	y	False	0.0	1.0	0.0	B		
2735	olohy	1	0.004	1	ol	oh	y	ol:arrange.watch.end	0	o	y	False	0.0	0.0	1.0	B		
2736	lmyl	1	0.004	1		lmy	l	state.final.end.state	0	l	l	True	1.0	1.0	1.0	B		
2737	shekar	1	0.004	1	sh	ek	ar	sh:cool.heat.yield.respond	1	e	r	False	0.0	0.0	1.0	B		
2738	doiis	1	0.004	1	do	ii	s	do:iterate.iterate.sequence	0	i	s	True	1.0	1.0	1.0	B		
2739	okolshy	1	0.004	1	ok	olsh	y	ok:arrange.state.sequence.watch.end	0	o	y	False	1.0	1.0	1.0	B		
2740	opshed	1	0.004	1		opshed		arrange.pause.sequence.watch.cool.do	1	o	d	False	0.0	0.0	0.0	B		
2741	ykcsedy	1	0.004	1	yk	cse	dy	yk:adjust.sequence.cool.do.end	1	c	y	True	0.0	0.0	0.0	B		
2742	schckhy	1	0.004	1	sch	ckh	y	sch:adjust.heat.watch.end	0	c	y	True	0.0	0.0	0.0	B		
2743	schey	1	0.004	1	sch	e	y	sch:cool.end	1	e	y	False	0.0	0.0	0.0	B		
2744	yqokain	1	0.004	1	qo	k	ain	[y]qo:heat.yield.iterate.bind	0	k	n	False	0.0	0.0	0.0	B		
2745	pchcfhdy	1	0.004	1	pch	cfh	dy	pch:adjust.flag.watch.do.end	0	c	y	True	0.0	0.0	0.0	B		
2746	tory	1	0.004	1	to	ry		to:respond.end	0	r	y	True	0.0	0.0	0.0	B		
2747	qotchsdy	1	0.004	1	qo	tchs	dy	qo:transfer.adjust.watch.sequence.do.end	0	t	y	False	0.0	1.0	0.0	B		
2748	otaiiin	1	0.004	1	ot	ai	iin	ot:yield.iterate.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.0	B		
2749	palchd	1	0.004	1	al	d		[p]al:adjust.watch.do	0	c	d	True	1.0	1.0	0.0	B		
2750	oqofchedy	1	0.004	1		oqofche	dy	arrange.?.arrange.flag.adjust.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	B		
2751	ofoly	1	0.004	1		ofo	ly	arrange.flag.arrange.state.end	0	o	y	False	0.0	0.0	0.0	B		
2752	yqor	1	0.004	1	qo	r		[y]qo:respond	0	r	r	True	0.0	0.0	0.0	B		
2753	qokolchedy	1	0.004	1	qo	kolche	dy	qo:heat.arrange.state.adjust.watch.cool.do.end	1	k	y	False	0.0	0.0	0.0	B		
2754	qsolkeedy	1	0.004	1		qsolkee	dy	?.sequence.arrange.state.heat.cool.cool.do.end	2	q	y	True	0.0	0.0	0.0	B		
2755	ykchdar	1	0.004	1	yk	d	ar	yk:adjust.watch.do.yield.respond	0	c	r	True	0.0	1.0	0.0	B		
2756	olkeed	1	0.004	1	ol	keed		ol:heat.cool.cool.do	2	k	d	False	0.0	0.0	0.0	B		
2757	shckhchy	1	0.004	1	sh	ckhch	y	sh:adjust.heat.watch.adjust.watch.end	0	c	y	True	0.0	0.0	0.0	B		
2758	aryly	1	0.004	1	ar	y	ly	ar:end.state.end	0	y	y	True	0.0	0.0	1.0	B		
2759	ytchor	1	0.004	1	tch	or		[y]tch:arrange.respond	0	o	r	False	0.0	0.0	0.0	B		
2760	olcsedy	1	0.004	1	ol	cse	dy	ol:adjust.sequence.cool.do.end	1	c	y	True	0.0	0.0	0.0	B		
2761	skeey	1	0.004	1	ke	e	y	[s]ke:cool.end	1	e	y	False	0.0	0.0	0.0	B		
2762	osy	1	0.004	1		os	y	arrange.sequence.end	0	o	y	False	0.0	0.0	1.0	B		
2763	ithhy	1	0.004	1		ithh	y	iterate.transfer.watch.watch.end	0	i	y	True	0.0	0.0	0.0	B		
2764	doledy	1	0.004	1	do	le	dy	do:state.cool.do.end	1	l	y	True	0.0	1.0	0.0	B		
2765	otdy	1	0.004	1	ot	dy		ot:do.end	0	d	y	True	1.0	1.0	0.0	B		
2766	cfhdorol	1	0.004	1		cfhdor	ol	adjust.flag.watch.do.arrange.respond.arrange.state	0	c	l	True	0.0	0.0	1.0	B		
2767	cseol	1	0.004	1		cse	ol	adjust.sequence.cool.arrange.state	1	c	l	True	0.0	1.0	0.0	B		
2768	teedam	1	0.004	1	te	ed	am	te:cool.do.yield.final	1	e	m	False	0.0	0.0	1.0	B		
2769	shedol	1	0.004	1	sh	ed	ol	sh:cool.do.arrange.state	1	e	l	False	0.0	1.0	0.0	B		
2770	dokedy	1	0.004	1	do	ke	dy	do:heat.cool.do.end	1	k	y	False	0.0	0.0	0.0	B		
2771	dolkedy	1	0.004	1	do	lke	dy	do:state.heat.cool.do.end	1	l	y	True	0.0	0.0	0.0	B		
2772	rkchdy	1	0.004	1	kch	dy		[r]kch:do.end	0	d	y	True	0.0	0.0	0.0	B		
2773	solkes	1	0.004	1	so	lke	s	so:state.heat.cool.sequence	1	l	s	True	0.0	1.0	0.0	B		
2774	olokar	1	0.004	1	ol	ok	ar	ol:arrange.heat.yield.respond	0	o	r	False	0.0	0.0	0.0	B		
2775	shkol	1	0.004	1	sh	k	ol	sh:heat.arrange.state	0	k	l	False	0.0	0.0	0.0	B		
2776	tolshy	1	0.004	1	to	lsh	y	to:state.sequence.watch.end	0	l	y	True	0.0	1.0	0.0	B		
2777	cfheey	1	0.004	1		cfhee	y	adjust.flag.watch.cool.cool.end	2	c	y	True	0.0	0.0	0.0	B		
2778	korol	1	0.004	1	ko	r	ol	ko:respond.arrange.state	0	r	l	True	0.0	0.0	0.0	B		
2779	qokeoly	1	0.004	1	qo	keo	ly	qo:heat.cool.arrange.state.end	1	k	y	False	0.0	0.0	1.0	B		
2780	cheel	1	0.004	1	ch	ee	l	ch:cool.cool.state	2	e	l	False	0.0	1.0	0.0	B		
2781	chckhor	1	0.004	1	ch	ckh	or	ch:adjust.heat.watch.arrange.respond	0	c	r	True	0.0	0.0	0.0	B		
2782	yfchedy	1	0.004	1	fch	e	dy	[y]fch:cool.do.end	1	e	y	False	0.0	0.0	0.0	B		
2783	lolor	1	0.004	1	ol	or		[l]ol:arrange.respond	0	o	r	False	0.0	0.0	0.0	B		
2784	tolokeedy	1	0.004	1	to	lokee	dy	to:state.arrange.heat.cool.cool.do.end	2	l	y	True	0.0	0.0	0.0	B		
2785	dys	1	0.004	1		dy	s	do.end.sequence	0	d	s	True	0.0	0.0	0.0	B		
2786	soly	1	0.004	1	so	ly		so:state.end	0	l	y	True	0.0	0.0	1.0	B		
2787	yteedar	1	0.004	1	te	ed	ar	[y]te:cool.do.yield.respond	1	e	r	False	0.0	1.0	0.0	B		
2788	lkeoldy	1	0.004	1	lk	eol	dy	lk:cool.arrange.state.do.end	1	e	y	False	0.0	0.0	0.0	B		
2789	pdsheody	1	0.004	1		pdsheo	dy	pause.do.sequence.watch.cool.arrange.do.end	1	p	y	True	1.0	1.0	0.0	T		
2790	shdol	1	0.004	1	sh	d	ol	sh:do.arrange.state	0	d	l	True	0.0	0.0	0.0	T		
2791	soeeedy	1	0.004	1	so	eee	dy	so:cool.cool.cool.do.end	3	e	y	False	0.0	0.0	0.0	T		
2792	dchefoey	1	0.004	1	dch	efoe	y	dch:cool.flag.arrange.cool.end	1	e	y	False	0.0	0.0	0.0	T		
2793	sodair	1	0.004	1	so	dai	r	so:do.yield.iterate.respond	0	d	r	True	0.0	0.0	0.0	T		
2794	yoiin	1	0.004	1		y	oiin	end.arrange.iterate.iterate.bind	0	y	n	True	0.0	1.0	0.0	T		
2795	qocthdy	1	0.004	1	qo	cth	dy	qo:adjust.transfer.watch.do.end	0	c	y	True	0.0	0.0	0.0	T		
2796	okshd	1	0.004	1	ok	d		ok:sequence.watch.do	0	s	d	True	0.0	0.0	0.0	T		
2797	ykdair	1	0.004	1	yk	dai	r	yk:do.yield.iterate.respond	0	d	r	True	0.0	0.0	0.0	T		
2798	odeedaiin	1	0.004	1		odeed	aiin	arrange.do.cool.cool.do.yield.iterate.iterate.bind	2	o	n	False	0.0	1.0	0.0	T		
2799	doltshdy	1	0.004	1	do	ltsh	dy	do:state.transfer.sequence.watch.do.end	0	l	y	True	0.0	0.0	0.0	T		
2800	tdam	1	0.004	1	da	m		[t]da:final	0	m	m	True	0.0	0.0	1.0	T		
2801	rorain	1	0.004	1	or	ain		[r]or:yield.iterate.bind	0	a	n	False	0.0	1.0	0.0	T		
2802	kchdar	1	0.004	1	kch	d	ar	kch:do.yield.respond	0	d	r	True	0.0	0.0	0.0	T		
2803	ldo	1	0.004	1		ldo		state.do.arrange	0	l	o	True	0.0	0.0	1.0	T		
2804	tsheed	1	0.004	1	sh	eed		[t]sh:cool.cool.do	2	e	d	False	0.0	1.0	0.0	T		
2805	qokeshy	1	0.004	1	qo	kesh	y	qo:heat.cool.sequence.watch.end	1	k	y	False	0.0	0.0	0.0	T		
2806	csedar	1	0.004	1		csed	ar	adjust.sequence.cool.do.yield.respond	1	c	r	True	0.0	0.0	0.0	T		
2807	chofchdy	1	0.004	1	ch	ofch	dy	ch:arrange.flag.adjust.watch.do.end	0	o	y	False	0.0	0.0	0.0	T		
2808	qotdcty	1	0.004	1	qo	tdct	y	qo:transfer.do.adjust.transfer.end	0	t	y	False	0.0	0.0	0.0	T		
2809	shefshoro	1	0.004	1	sh	efshoro		sh:cool.flag.sequence.watch.arrange.respond.arrange	1	e	o	False	0.0	0.0	0.0	T		
2810	opakam	1	0.004	1		opak	am	arrange.pause.yield.heat.yield.final	0	o	m	False	0.0	0.0	1.0	T		
2811	tdain	1	0.004	1	da	in		[t]da:iterate.bind	0	i	n	True	0.0	1.0	0.0	T		
2812	oeeseary	1	0.004	1		oeesea	ry	arrange.cool.cool.sequence.cool.yield.respond.end	2	o	y	False	0.0	0.0	0.0	T		
2813	dxar	1	0.004	1		dx	ar	do.diagram.yield.respond	0	d	r	True	0.0	0.0	0.0	T		
2814	rsheodor	1	0.004	1	sh	eod	or	[r]sh:cool.arrange.do.arrange.respond	1	e	r	False	0.0	1.0	0.0	T		
2815	qoctho	1	0.004	1	qo	ctho		qo:adjust.transfer.watch.arrange	0	c	o	True	0.0	0.0	0.0	T		
2816	ykeeeody	1	0.004	1	yk	eeeo	dy	yk:cool.cool.cool.arrange.do.end	3	e	y	False	0.0	0.0	0.0	T		
2817	qokeeodain	1	0.004	1	qo	keeod	ain	qo:heat.cool.cool.arrange.do.yield.iterate.bind	2	k	n	False	0.0	1.0	0.0	T		
2818	shoiin	1	0.004	1	sh	oiin		sh:arrange.iterate.iterate.bind	0	o	n	False	0.0	1.0	0.0	T		
2819	polky	1	0.004	1	po	lk	y	po:state.heat.end	0	l	y	True	1.0	1.0	0.0	T		
2820	shtor	1	0.004	1	sh	t	or	sh:transfer.arrange.respond	0	t	r	False	0.0	0.0	0.0	T		
